participant,list,discriminability,phase,relevance,response,sufficient,hex,trial,matCode,matLabel,colLabel,accurate,non_filler_count,overdescription,adjective,dimOfOverDescription
participant057,list3,high,description,relevant,wood bat,sound,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,1,FALSE,material,NA
participant057,list3,low,description,relevant,green wood bat,color,#51f2df,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant057,list3,low,description,irrelevant,wood bat,sound,#51f2df,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant057,list3,high,description,base,blue metal bat,color,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant057,list3,low,description,relevant,metal bat,sound,#4ff889,critical,metal_wood_02,metal,green,TRUE,1,FALSE,material,NA
participant057,list3,high,description,base,metal bat,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant057,list3,high,description,base,wood bat,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant057,list3,high,description,base,blue bat,color,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant057,list3,high,description,base,green bat,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant057,list3,low,description,irrelevant,metal bat,sound,#51f2df,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant057,list3,low,description,irrelevant,wood bat,sound,#51f0e0,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,material,NA
participant057,list3,low,description,irrelevant,wood bat,sound,#51f0e0,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant057,list3,low,description,relevant,blue bat,color,#51f0e0,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,color,NA
participant057,list3,high,description,base,blue bat,color,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,1,FALSE,color,NA
participant057,list3,high,description,base,wood bat,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant058,list2,high,description,relevant,the yellow wooden bat,sound,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,relevant,the yellow wood bat,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant058,list2,high,description,base,the orange metal bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant058,list2,high,description,relevant,the yellow metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the yellow wood bat,sound,#f9cc50,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the yellow metal bat,color,#f8884f,critical,metal_wood_08,wood,orange,FALSE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the yellow wood bat,color,#fac050,critical,metal_wood_01,metal,orange,FALSE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,orange metal bat,sound,#f8884f,critical,metal_wood_04,metal,orange,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,relevant,the orange metal bat,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,base,the yellow wood bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant058,list2,high,description,base,the yellow wood bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the orange metal bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,FALSE,2,TRUE,color & material,color
participant058,list2,high,description,base,the orange metal bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the yellow wood bat,color,#f9cc50,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the yellow metal bat,color,#f9cc50,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant058,list2,high,description,base,orange wood bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,orange metal bat,color,#fac050,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the yellow wood bat,sound,#f8884f,critical,metal_wood_04,metal,orange,FALSE,2,TRUE,color & material,color
participant058,list2,high,description,base,the yellow wood bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the orange metal bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,FALSE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the orange wood bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,relevant,yellow wood bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,base,the orange wood bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the yellow wood bat,sound,#fac050,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the orange metal bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,FALSE,2,TRUE,color & material,material
participant058,list2,low,description,relevant,the orange wood bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the yellow metal bat,sound,#fac050,critical,metal_wood_08,wood,orange,FALSE,2,TRUE,color & material,color
participant058,list2,low,description,relevant,yellow wood bat,color,#f9cc50,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,material
participant058,list2,high,description,relevant,orange metal bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,irrelevant,the yellow wood bat,sound,#f9cc50,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_04,metal,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,relevant,the orange wood bat,color,#fac050,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant058,list2,high,description,base,the yellow wood bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,base,the orange metal bat,sound,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,irrelevant,the yellow wood bat,sound,#fac050,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,relevant,the orange metal bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant058,list2,low,description,irrelevant,the yellow wood bat,sound,#f9cc50,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant058,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_04,metal,orange,TRUE,2,TRUE,color & material,color
participant058,list2,high,description,base,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,relevant,the yellow wooden bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,relevant,the metal bat,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant059,list2,high,description,base,the yellow wooden bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,the yellow metal bat,color,#fac050,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,the orange wooden bat,color,#f8884f,critical,metal_wood_06,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,the orange wooden bat,sound,#f8884f,critical,metal_wood_06,metal,orange,FALSE,2,TRUE,color & material,color
participant059,list2,low,description,irrelevant,the yellow wooden bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,the orange wooden bat,sound,#fac050,critical,metal_wood_00,metal,yellow,FALSE,2,TRUE,color & material,color
participant059,list2,high,description,base,the orange wooden bat,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,the orange wooden bat,color,#f8884f,critical,metal_wood_06,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,the orange metal bat,color,#fabe50,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,the orange wooden bat,color,#f8884f,critical,metal_wood_06,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,the yellow wooden bat,color,#fac050,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,the yellow wooden bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,irrelevant,the orange metal bat,sound,#fabe50,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,base,the orange metal bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,the orange metal bat,color,#fabe50,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,relevant,the yellow metal bat,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,relevant,the orange metal bat,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,base,the yellow wooden bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,base,the orange metal bat,sound,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,relevant,the yellow wooden bat,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,relevant,the orange metal bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,relevant,the orange metal bat,color,#f8884f,filler,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,the yellow wooden bat,sound,#fabe50,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,base,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,yellow wooden bat,color,#fac050,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,relevant,yellow wooden ,color,#fac050,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,yellow metal,sound,#fac050,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,yellow wooden,sound,#f8dc4f,critical,metal_wood_06,metal,yellow,FALSE,2,TRUE,color & material,color
participant059,list2,high,description,base,orange wooden,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,relevant,orange metal,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,base,orange metal,sound,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,orange wooden,color,#fabe50,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,base,yellow wooden,sound,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,yellow wooden,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,relevant,orange wooden,sound,#f8884f,filler,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,yellow wooden,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,orange wooden,color,#fabe50,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,orange wooden,sound,#fac050,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,irrelevant,orange wooden,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,base,orange wooden,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,orange wooden,sound,#fac050,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,yellow wooden,sound,#f8dc4f,critical,metal_wood_06,metal,yellow,FALSE,2,TRUE,color & material,color
participant059,list2,low,description,relevant,orange metal,sound,#f8884f,critical,metal_wood_06,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,irrelevant,orange metal,sound,#fabe50,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,base,orange wooden,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,irrelevant,orange wooden,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,base,orange wooden,sound,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant059,list2,high,description,relevant,yellow wooden,color,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,orange wooden,sound,#fabe50,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant059,list2,low,description,irrelevant,yellow wooden,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,base,yellow metal,color,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,base,orange metal,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,low,description,irrelevant,orange metal,color,#f8884f,critical,metal_wood_06,metal,orange,TRUE,2,TRUE,color & material,material
participant059,list2,high,description,relevant,orange wooden,color,#f8884f,filler,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,relevant,blue ,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant060,list3,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,green metal,sound,#52ebe3,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,irrelevant,blue wood,color,#4fc0f8,critical,metal_wood_04,wood,blue,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,relevant,blue wood,sound,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_03,metal,blue,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_04,wood,green,TRUE,1,FALSE,color,NA
participant060,list3,high,description,relevant,metal,sound,#4ff889,filler,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant060,list3,high,description,base,green wood,sound,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,green,color,#50f5de,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant060,list3,low,description,relevant,green metal,sound,#4ff889,critical,metal_wood_03,metal,green,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,relevant,green wood,sound,#4ff889,filler,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_03,metal,green,FALSE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,blue wood,sound,#4fc0f8,critical,metal_wood_04,wood,blue,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,base,green wood,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant060,list3,low,description,irrelevant,green,color,#4ff889,critical,metal_wood_03,metal,green,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,metal,sound,#52ebe3,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,material,NA
participant060,list3,low,description,irrelevant,blue wood,color,#4fc0f8,critical,metal_wood_04,wood,blue,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,base,metal,sound,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,material,NA
participant060,list3,high,description,relevant,green,color,#4ff889,filler,metal_wood_08,wood,green,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,metal,sound,#50f5de,critical,metal_wood_08,wood,green,FALSE,1,FALSE,material,NA
participant060,list3,low,description,irrelevant,wood,sound,#50f5de,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant060,list3,low,description,relevant,metal,sound,#4ff889,critical,metal_wood_03,metal,green,TRUE,1,FALSE,material,NA
participant060,list3,high,description,base,blue wood,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,relevant,metal,sound,#4fc0f8,filler,metal_wood_01,metal,blue,TRUE,1,FALSE,material,NA
participant060,list3,low,description,relevant,green wood,color,#50f5de,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,relevant,green metal,color,#4ff889,filler,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,base,green,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant060,list3,high,description,base,blue wood,color,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,base,blue,color,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,1,FALSE,color,NA
participant060,list3,low,description,relevant,green wood,sound,#4ff889,critical,metal_wood_04,wood,green,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,base,green metal,sound,#4ff889,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,base,blue wood,color,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,base,blue,color,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,blue,color,#4fc0f8,critical,metal_wood_04,wood,blue,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,blue wood,sound,#50f5de,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,base,blue metal,sound,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,base,blue wood,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,irrelevant,green metal,color,#4ff889,critical,metal_wood_03,metal,green,TRUE,2,TRUE,color & material,material
participant060,list3,low,description,relevant,green,color,#50f5de,critical,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant060,list3,low,description,relevant,green wood,color,#50f5de,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,base,green,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,blue metal,sound,#52ebe3,critical,metal_wood_09,wood,blue,FALSE,2,TRUE,color & material,color
participant060,list3,low,description,irrelevant,blue wood,sound,#50f5de,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,base,green wood,sound,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,blue wood,color,#52ebe3,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,material
participant060,list3,low,description,relevant,blue metal,sound,#4ff889,critical,metal_wood_04,wood,green,FALSE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,blue metal,sound,#4fc0f8,critical,metal_wood_04,wood,blue,FALSE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,blue wood,color,#52ebe3,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,material
participant060,list3,low,description,irrelevant,green wood,sound,#52ebe3,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant060,list3,high,description,relevant,green metal,sound,#4ff889,filler,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,blue metal,sound,#4fc0f8,critical,metal_wood_03,metal,blue,TRUE,2,TRUE,color & material,color
participant060,list3,low,description,relevant,blue metal,color,#52ebe3,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant060,list3,low,description,relevant,blue,color,#52ebe3,critical,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant060,list3,high,description,relevant,green,color,#4ff889,filler,metal_wood_09,wood,green,TRUE,1,FALSE,color,NA
participant060,list3,low,description,irrelevant,blue metal,color,#4fc0f8,critical,metal_wood_03,metal,blue,TRUE,2,TRUE,color & material,material
participant060,list3,high,description,relevant,blue,color,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,1,FALSE,color,NA
participant064,list1,low,description,irrelevant,orange wooden bat,sound,#faaf50,critical,metal_wood_00,metal,orange,FALSE,2,TRUE,color & material,color
participant064,list1,low,description,irrelevant,yellow metal bat,sound,#faaf50,critical,metal_wood_09,wood,orange,FALSE,2,TRUE,color & material,color
participant064,list1,low,description,relevant,yellow metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,2,TRUE,color & material,color
participant064,list1,low,description,relevant,orange wooden bat,sound,#f8884f,critical,metal_wood_04,wood,orange,TRUE,2,TRUE,color & material,color
participant064,list1,high,description,base,yellow wooden bat,sound,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant064,list1,low,description,relevant,orange wooden bat,color,#fabb50,critical,metal_wood_09,wood,yellow,FALSE,2,TRUE,color & material,material
participant064,list1,high,description,relevant,orange wooden bat,sound,#f8884f,filler,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant064,list1,high,description,base,yellow metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant064,list1,low,description,irrelevant,yellow wooden bat,sound,#fabb50,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant064,list1,low,description,irrelevant,yellow wooden bat,sound,#fabb50,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant064,list1,low,description,irrelevant,orange wooden bat,color,#f8dc4f,critical,metal_wood_04,wood,yellow,FALSE,2,TRUE,color & material,material
participant064,list1,low,description,irrelevant,yellow wooden bat,sound,#faaf50,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,relevant,the green wooden bat,color,#4ff889,filler,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,relevant,the blue metal bat,sound,#4fc0f8,filler,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the green metal bat,sound,#53e9e4,critical,metal_wood_08,wood,blue,FALSE,2,TRUE,color & material,color
participant065,list3,low,description,relevant,the blue metal bat,sound,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the green wood bat,color,#4ff889,critical,metal_wood_07,wood,green,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,relevant,the blue wood bat,sound,#4fc0f8,critical,metal_wood_07,wood,blue,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the green wood bat,sound,#53e9e4,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,base,the blue metal bat,color,#4fc0f8,critical,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,irrelevant,the green metal bat,color,#4ff889,critical,metal_wood_06,metal,green,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,base,the blue wood bat,sound,#4ff889,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,relevant,the green wood bat,sound,#4ff889,critical,metal_wood_07,wood,green,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,base,the green metal bat,color,#4ff889,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,relevant,the green wood bat,color,#4ff8dc,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,relevant,the green metal bat,color,#4ff8dc,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,relevant,the green wood bat,color,#4ff8dc,critical,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,relevant,the blue metal bat,color,#4fc0f8,filler,metal_wood_01,metal,blue,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,base,the blue metal bat,color,#4fc0f8,critical,metal_wood_00,metal,blue,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,base,the green wood bat,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,irrelevant,the green metal bat,sound,#4ff8dc,critical,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,relevant,the blue wood bat,color,#4fc0f8,filler,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,base,the blue wood bat,sound,#4fc0f8,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,relevant,the blue wood bat,color,#53e9e4,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,material
participant065,list3,low,description,irrelevant,the blue wood bat,sound,#4ff8dc,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,base,the green wood bat,color,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,base,the green wood bat,sound,#4ff889,critical,metal_wood_09,wood,green,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the blue wood bat,sound,#53e9e4,critical,metal_wood_01,metal,blue,FALSE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the blue wood bat,color,#4fc0f8,critical,metal_wood_06,metal,blue,TRUE,2,TRUE,color & material,material
participant065,list3,high,description,relevant,the green metal bat,sound,#4ff889,filler,metal_wood_01,metal,green,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the green metal bat,sound,#4ff8dc,critical,metal_wood_00,metal,green,TRUE,2,TRUE,color & material,color
participant065,list3,low,description,irrelevant,the blue wood bat,sound,#53e9e4,critical,metal_wood_09,wood,blue,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,relevant,the green wood bat,sound,#4ff889,filler,metal_wood_08,wood,green,TRUE,2,TRUE,color & material,color
participant065,list3,high,description,base,the blue wood bat,sound,#4fc0f8,critical,metal_wood_08,wood,blue,TRUE,2,TRUE,color & material,color
